tconst,name,year,rating,rating_count,story_line,genres,country,language,budget,gross,runtime,director,stars
tt2476186,A Memória que me Contam,2012.0,6.1,226,"A group of friends who resisted Brazilian dictatorship face, along with their sons, the conflicts between past and present as one of theirs is passing away.",Drama,"Argentina,Brazil,Chile","French,Italian,Portuguese","BRL1,000","$26,573",1h 35min,Lúcia Murat,"Clarisse Abujamra,Eduardo Cravo,Otávio Augusto"
tt0082533,The Howling,1981.0,6.6,"30,985","In a red light district, newswoman Karen White is bugged by the police, investigating serial killer Eddie Quist, who has been molesting her through phone calls. After police officers find them in a peep-show cabin and shoot Eddie, Karen becomes emotionally disturbed and loses her memory. Hoping to conquer her inner demons, she heads for the Colony, a secluded retreat where the creepy residents are rather too eager to make her feel at home. There also seems to be a bizarre connection between Eddie Quist and this supposedly safe haven. And when, after nights of being tormented by unearthly cries, Karen ventures into the forest and makes a terrifying discovery.",Horror,USA,"English,Spanish","$1,000,000","$17,985,893",1h 31min,Joe Dante,"Dee Wallace,Dennis Dugan,Patrick Macnee"
tt1981703,The Harvest/La Cosecha,2011.0,7.1,63,The story of the children who work 12-14 hour days in the fields without the protection of child labor laws. These children are not toiling in the fields in some far away land. They are working in America.,Documentary,USA,"English,Spanish","$560,000","$3,709",1h 20min,U. Roberto Romano,Perla Sanchez
tt2371365,La Vingança,2016.0,6.5,247,"Two friends hit the road to Buenos Aires aboard an orange Opala 72, with a mission: be with as many women as possible. This is all a plan to wash the honor of ""Caco"", a man who found his girlfriend in bed with an Argentine.",Comedy,"Argentina,Brazil","Portuguese,Spanish",BRL5,"$34,048",1h 30min,Fernando Fraiha,"Daniel Furlan,Felipe Rocha,Leandra Leal"
tt0090774,Brighton Beach Memoirs,1986.0,6.8,"3,243","Eugene, a young teenage Jewish boy, recalls his memoirs of his time as an adolescent youth. He lives with his parents, his aunt, two cousins, and his brother, Stanley, whom he looks up to and admires. He goes through the hardships of puberty, sexual fantasy, and living the life of a poor boy in a crowded house.",Comedy,USA,English,"$18,000,000","$11,957,943",1h 48min,Gene Saks,"Blythe Danner,Jonathan Silverman,Stacey Glick"
tt2023690,Sightseers,2012.0,6.5,"26,635","Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.","Adventure,Comedy,Crime",UK,English,"GBP1,300,000","$2,122,909",1h 28min,Ben Wheatley,"Alice Lowe,Kenneth Hadley,Steve Oram"
tt0095560,Mac and Me,1988.0,3.4,"11,404",An alien trying to escape from NASA is befriended by a wheelchair-bound boy.,"Adventure,Family,Fantasy",USA,English,"$13,000,000","$6,424,112",1h 35min,Stewart Raffill,"Christine Ebersole,Jonathan Ward,Tina Caspary"
tt4811564,Las furias,2016.0,5.9,275,"Marga, a 65 years-old woman, decides to sale the family country house in order to get the money to retire and travel with Julia, her young girlfriend. Noticing it to the family, all them reunite in the house to distribute the household goods: three sons of Marga, Casandra (a radio announcer) and her husband Gus, Héctor (a wealthy businessman) and his incoming wife Ana, and Aquilles ""Aki"" (an unsuccessful actor) who lives in the country house writing his autobiography. The reunion completes with Julia (disguised as Marga's assistant), Leo (an old famous actor with dementia and Marga's ex-husband, father of Casandra, Héctor and Aki), and María (Casandra and Gus' daughter), a teenager girl trying to overcome her early schizo. Meanwhile Marga tries to find the way to announce her relationship with Julia to her family, Julia tries to save her marriage after Gus discovered a love affair of her, Héctor and Ana face their wedding with a terrible secret that only they know, and Aki feels ...",Drama,Spain,Spanish,"EUR1,500,000","$102,428",2h 5min,Miguel del Arco,"Marta López Mazorra,Nuria García,Ángela Peral"
tt6284064,La fameuse invasion des ours en Sicile,2019.0,7.3,"1,059","Troubadour Gedeone and his young apprentice Almerina are two traveling entertainers who move from a town to another as storytellers to gain money. Surprised by a night blizzard in their last journey through the island of Sicile, they two enter into a mountain cave looking for refugee, learning that in the cave inhabits an aging bear. In an attempt to avoid to be attacked, Gedeone tells him a story about a king bear named Leonce who, playing in a river with his son Tonio, losses the prince when he's kidnapped by humans and taken far away from the forest. Neglecting his liabilities as king to care his clan during several months due by the affliction of the loss, finally he's concerned by his second hand Salpetre about the possibility that Tonio could be alive in the land of men. Leonce calls his clan to move there, but the evil Grand Duc is reported by old magician Theophile about bears' invasion and he sends Theophile to defeat them, failing in an attempts that include a wild boars ...","Adventure,Animation,Family","France,Italy","French,Italian","EUR11,000,000","$2,113,646",1h 22min,Lorenzo Mattotti,"Jean-Claude Carrière,Leïla Bekhti,Thomas Bidegain"
tt1707386,Les Misérables,2012.0,7.6,"306,585","Jean Valjean, known as Prisoner 24601, is released from prison and breaks parole to create a new life for himself while evading the grip of the persistent Inspector Javert. Set in post-revolutionary France, the story reaches resolution against the background of the June Rebellion.","Drama,History,Musical","UK,USA",English,"$61,000,000","$441,809,770",2h 38min,Tom Hooper,"Anne Hathaway,Hugh Jackman,Russell Crowe"
tt3849586,Asasiz Musa,2014.0,4.7,76,"Musa Anter's complicated life story told in several segments, each representing a different aspect of Anter.",Biography,Turkey,"Kurdish,Turkish","$20,000","$4,618",1h 20min,Aydin Orak,"Murat Toprak,Senay Aydin,Turgay Tanülkü"
tt0937378,Varg,2008.0,6.1,"1,203",An examination of how the traditions of the Sami villagers in northern Sweden is confronted with modern day society.,"Action,Adventure,Drama","Finland,Norway,Sweden","Saami,Swedish","EUR2,350,000","$1,448,891",1h 35min,Daniel Alfredson,"Peter Stormare,Robin Lundberg,Rolf Degerlund"
tt0848577,Colorado Avenue,2007.0,5.7,244,"In the early 1900s, emigrant Hanna returns from Colorado to Finland. In America she was known as Dollar-Hanna, but in Finland she has to endure the Civil War and live through the prohibition. Hanna's independent spirit will guide her.",Drama,"Finland,Sweden",Swedish,"EUR2,800,000","$596,580",2h,Claes Olsson,"Birthe Wingren,Nicke Lignell,Peter Kanerva"
tt2241351,Money Monster,2016.0,6.5,"93,618","In the real-time, high stakes thriller Money Monster, George Clooney and Julia Roberts star as financial TV host Lee Gates and his producer Patty, who are put in an extreme situation when an irate investor who has lost everything (Jack O'Connell) forcefully takes over their studio. During a tense standoff broadcast to millions on live TV, Lee and Patty must work furiously against the clock to unravel the mystery behind a conspiracy at the heart of today's fast-paced, high-tech global markets.","Crime,Drama,Thriller",USA,"English,Icelandic,Korean,Russian","$27,000,000","$93,282,604",1h 38min,Jodie Foster,"George Clooney,Jack O'Connell,Julia Roberts"
tt5096920,Dip sin dip sin,2015.0,4.2,136,"Min (Jacqueline Ch'ng), Lung (Sammy Sum), Keong and Fen are business partners of an online game design company, which is on the verge of winding up due to the lack of clients. Just as things start to get worse, a mysterious lady, Mrs. Wong (Paw Hee Ching) offers them a sizable sum of money if they could complete the final stages of her deceased son's online game - Ouija Board and launch it thereafter. They readily accept the business. Soon mysterious things happen and they experience ghost sightings.",Horror,Hong Kong,"Cantonese,Malay,Mandarin","HKD5,000,000","$680,791",1h 25min,Jill Wong,"Alan Chun-Kwong Luk,Jacqueline Chong,Sammy Sum"
tt0091557,The Mosquito Coast,1986.0,6.6,"26,290","An eccentric and dogmatic inventor sells his house and takes his family to Central America to build a utopia in the middle of the jungle. Conflicts with his family, a local preacher, and with nature are only small obstacles to his obsession. Based on the novel by Paul Theroux.","Adventure,Drama,Thriller",USA,"English,Spanish","$25,000,000","$14,302,779",1h 57min,Peter Weir,"Harrison Ford,Helen Mirren,River Phoenix"
tt8396228,Dubcek,2018.0,6.4,81,"This is the first film about well-reputed man of Czechoslovak and Slovak history - Alexander Dubcek - the leader of many important social changes during Sixties. Suddenly, on August 21st, 1968 the armies of five countries of Warsaw Pact invaded Czechoslovakia and buried the process of democratization for good.","Drama,History",Slovakia,Slovak,"EUR1,000,000","$64,841",1h 32min,Laco Halama,"Adrian Jastraban,Jakub Jánosík,Tána Radeva"
tt0495034,Golmaal: Fun Unlimited,2006.0,7.4,"14,987","Gopal, Lucky, Madhav and Laxman - four guys bound together by their child-like notoriety, aimlessness and petty business of conning people for fun and money. Laxman is an intelligent student who is not allowed to pass by his mischievous band of friends Gopal, Madhav and mute Lucky. This is because all four friends use his hostel room to conduct their activities. He is peer-pressured into running a series of scams in order to earn himself and his friends some money. Once thrown out of college bag-n-baggage, the naughty foursome finds refuge in the bungalow of a blind couple as their grandson. A cat mouse game unfolds as Laxman's body and Gopal's voice makes for Sameer (The grandson from US). Each time the blinded Dadaji comes amidst them, hilarious situations arise Enter Nirali with a bath towel and the group now have time, place and 'resources' to fall in love. Their individual efforts at winning the lady's heart, fail, resulting in rib tickling comic scenes. Apart from their amorous ...","Action,Comedy,Drama",India,Hindi,"INR150,000,000","$350,948",2h 30min,Rohit Shetty,"Ajay Devgn,Arshad Warsi,Sharman Joshi"
