tconst,name,year,rating,rating_count,story_line,genres,country,language,budget,gross,runtime,director,stars
tt1519461,Area 51,2015.0,4.2,"13,120","Obsessed with breaking into the U.S. Air Force highly classified facility known only as Area 51, three young friends and zealous conspiracy theorists--Reid, Darrin and Ben--travel to Las Vegas. Equipped with state-of-the-art gear, they team up with Jelena, the daughter of the secret installation's former employee, and summon up the courage to sneak into the facility, intent on unearthing its otherworldly mysteries. There, in the bowels of the heavily guarded compound, terrifying truths and unfathomable knowledge await, and only the audacious UFO investigators' raw footage can prove their existence. However, can they make it back in one piece to share it with the world?","Horror,Mystery,Sci-Fi",USA,English,"$5,000,000","$7,556",1h 31min,Oren Peli,"Ben Rovner,Darrin Bragg,Reid Warner"
tt2194499,About Time,2013.0,7.8,"297,505","At the age of 21, Tim Lake (Domhnall Gleeson) discovers he can travel in time... The night after another unsatisfactory New Year party, Tim's father (Bill Nighy) tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life-so he decides to make his world a better place...by getting a girlfriend. Sadly, that turns out not to be as easy as you might think. Moving from the Cornwall coast to London to train as a lawyer, Tim finally meets the beautiful but insecure Mary (Rachel McAdams). They fall in love, then an unfortunate time-travel incident means he's never met her at all. So they meet for the first time again-and again-but finally, after a lot of cunning time-traveling, he wins her heart. Tim then uses his power to create the perfect romantic proposal, to save his wedding from the worst best-man speeches, to save his best friend from professional disaster and to ...","Comedy,Drama,Fantasy",UK,English,"$12,000,000","$87,100,449",2h 3min,Richard Curtis,"Bill Nighy,Domhnall Gleeson,Rachel McAdams"
tt3697946,Napapiirin sankarit 2,2015.0,6.0,"1,620","It's been three years since we last met Janne and Inari. Since then, they've had a daughter named Lumi. Janne and his friends experience a new adventure, this time on an autumn night. The boys go to a party but end up chasing Lumi who has disappeared. Meanwhile, Inari enjoys a girls-night-out and has an adventure of her own.",Comedy,Finland,Finnish,"EUR1,600,000","$4,791,063",1h 27min,Teppo Airaksinen,"Jussi Vatanen,Pamela Tola,Timo Lavikainen"
tt1231583,Due Date,2010.0,6.5,"322,289","Businessman and first time father (to-be), Peter Highman's in Atalanta trying to get home to LA, where how wife's about to give birth, but after getting kicked off a plane, due to his seat mate, the pair end up trying to hitch a ride to the west coast.","Comedy,Drama",USA,"English,Spanish","$65,000,000","$211,780,824",1h 35min,Todd Phillips,"Michelle Monaghan,Robert Downey Jr.,Zach Galifianakis"
tt3685818,Viikossa aikuiseksi,2015.0,5.4,395,"Adult Camp is a comedy about the bumpy road to personal growth. A group of men and women, strangers to each other, choose to spend a different kind of summer holiday week by traveling to the beautiful Turku archipelago to participate in an inviting, upgraded version of an adult camp. When they discover that the galloping horses from the camp's sales video are just symbols of a free mind, and the guru of the camp takes off to witness his dog in labour, the participants are forced to examine themselves and each other to find the necessary elements for growth. Perhaps the camp doesn't fulfill its promise of the ""most wonderful week of your life"", but one thing's for sure - no one returns home the same.",Comedy,Finland,Finnish,"EUR1,500,000","$1,140,091",1h 30min,Johanna Vuoksenmaa,"Eppu Salminen,Minttu Mustakallio,Taneli Mäkelä"
tt0469623,Things We Lost in the Fire,2007.0,7.2,"27,563","Grief, recovery, and human contact. Brian is a great guy - a sweet father, a good husband, and a loyal friend to his boyhood pal Jerry who's a junkie. When tragedy strikes, Jerry tries to help Brian's wife and children cope, and Audrey, Brian's widow, tries to help Jerry kick the habit. Loss and addiction are stubborn. The story starts on the day of the funeral, with Brian appearing in flashbacks. A neighbor's divorce, a dinner party that includes a young woman from the Narcotics Anonymous group Jerry attends, and thinking back to a fire in Brian and Audrey's garage give the story texture.",Drama,"Canada,UK,USA",English,"$16,000,000","$8,591,255",1h 58min,Susanne Bier,"Alison Lohman,Benicio Del Toro,Halle Berry"
tt0077288,La cage aux folles,1978.0,7.3,"9,782",Two gay men living in St. Tropez have their lives turned upside down when the son of one of the men announces he is getting married. They try to conceal their lifestyle and their ownership of the drag club downstairs when the fiancée and her parents come for dinner.,Comedy,"France,Italy",French,"FRF7,000,000","$20,424,259",1h 37min,Édouard Molinaro,"Claire Maurier,Michel Serrault,Ugo Tognazzi"
tt0079944,Stalker,1979.0,8.2,"115,202","In a small, unnamed country there is an area called the Zone. It is apparently inhabited by aliens and contains the Room, where in it is believed wishes are granted. The government has declared The Zone a no-go area and have sealed off the area with barbed wire and border guards. However, this has not stopped people from attempting to enter the Zone. We follow one such party, made up of a writer, who wants to use the experience as inspiration for his writing, and a professor, who wants to research the Zone for scientific purposes. Their guide is a man to whom the Zone is everything, the Stalker.","Drama,Sci-Fi",Soviet Union,Russian,"RUR6,000,000","$303,815",2h 42min,Andrei Tarkovsky,"Aleksandr Kaydanovskiy,Alisa Freyndlikh,Anatoliy Solonitsyn"
tt10682318,Ander Mens,2018.0,5.2,72,"A side-splitting action comedy, with a series of unfortunate events happening to a very unfortunate and mediocre man. Daniel Niemand is the kind of dumpy little sad-sack that even flies wouldn't care to buzz around. And that's on a good day. But all that's about to change after his wife leaves him for their marriage counsellor and he unknowingly becomes integral in a high-level police ploy to capture a local crime syndicate. Welcome to the worst week in Daniel Niemand's life.",Comedy,South Africa,"Afrikaans,English","$25,000,000","$8,462",1h 39min,Quentin Krog,"Bennie Fourie,James Borthwick,Marlee van der Merwe"
tt2196488,Atlantic.,2014.0,6.5,486,A Moroccan fisherman sets off on an epic journey towards Europe on his wind surfboard. But the pursuit of dreams does not come without sacrifice.,Drama,"Belgium,France,Germany,Morocco,Netherlands","Arabic,English,French","EUR1,800,000","$14,484",1h 34min,Jan-Willem van Ewijk,"Fettah Lamara,Mohamed Majd,Thekla Reuten"
tt6817944,Om det oändliga,2019.0,6.9,"3,008","ABOUT ENDLESSNESS is a reflection on human life in all its beauty and cruelty, its splendor and banality. We wander, dreamlike, gently guided by our Scheherazade-esque narrator. Inconsequential moments take on the same significance as historical events: a couple floats over a war-torn Cologne; on the way to a birthday party, a father stops to tie his daughter's shoelaces in the pouring rain; teenage girls dance outside a cafe; a defeated army marches to a prisoner-of-war camp. Simultaneously an ode and a lament, ABOUT ENDLESSNESS presents a kaleidoscope of all that is eternally human, an infinite story of the vulnerability of existence.","Drama,Fantasy","France,Germany,Norway,Sweden",Swedish,"EUR4,558,000","$323,090",1h 18min,Roy Andersson,"Anja Broms,Bengt Bergius,Marie Burman"
tt0056937,Cleopatra,1963.0,7.0,"29,122","In 48 B.C., Julius Caesar (Sir Rex Harrison) pursues Pompey from Pharsalia to Egypt. Pharaoh Ptolemy XIII (Richard O'Sullivan), now supreme ruler after deposing his older sister, Cleopatra VII (Dame Elizabeth Taylor), attempts to gain favor with Caesar by presenting the conquerer with the head of Pompey, borne by his governors, Pothinus (Grégoire Aslan) and Achillas (John Doucette). To win Caesar's support from her brother, Cleopatra hides herself in a rug, which Apollodorus (Cesare Danova), her servant, presents to Caesar. The Roman is immediately infatuated. Banishing Ptolemy, he declares Cleopatra Egypt's sole ruler and takes her as his mistress. A son, Caesarion (Loris Loddi), is born of their union. Caesar, however, must return to Italy. Although he is briefly reunited with Cleopatra during a magnificent reception for the Queen in Rome, Caesar is assassinated shortly thereafter, and Cleopatra returns to Egypt. When Mark Antony (Richard Burton), Caesar's protégé, beholds Cleopatra...","Biography,Drama,History","Switzerland,UK,USA",English,"$44,000,000","$57,777,778",3h 12min,Joseph L. Mankiewicz,"Elizabeth Taylor,Rex Harrison,Richard Burton"
tt0898911,Entre caníbales,2007.0,4.3,34,"Marcelo, a young, successful industrialist, invites his childhood friends The Cannibals, 1977 national champions of little league baseball to a BBQ at his house because he has big news to share with them. They all believe the news is related to his future in politics but what Marcelo has to tell them is far from what they imagine. The news will force each of them to reveal their true self, testing their friendship and redefining their concepts about honesty, love and loyalty.",Drama,Mexico,Spanish,"MXN14,900,000","$170,014",1h 30min,Rodrigo González,"Gabriela Canudas,Plutarco Haza,Roberto Sosa"
tt0100168,Mo' Better Blues,1990.0,6.6,"11,130","Opens with Bleek as a child learning to play the trumpet, his friends want him to come out and play but mother insists he finish his lessons. Bleek grows into adulthood and forms his own band - The Bleek Gilliam Quartet. The story of Bleek's and Shadow's friendly rivalry on stage which spills into their professional relationship and threatens to tear apart the quartet.","Drama,Music,Romance",USA,English,"$10,000,000","$16,153,593",2h 9min,Spike Lee,"Denzel Washington,Spike Lee,Wesley Snipes"
tt0310793,Bowling for Columbine,2002.0,7.9,"139,351","The United States of America is notorious for its astronomical number of people killed by firearms for a developed nation without a civil war. With his signature sense of angry humor, activist filmmaker Michael Moore sets out to explore the roots of this bloodshed. In doing so, he learns that the conventional answers of easy availability of guns, violent national history, violent entertainment and even poverty are inadequate to explain this violence when other cultures share those same factors without the equivalent carnage. In order to arrive at a possible explanation, Michael Moore takes on a deeper examination of America's culture of fear, bigotry and violence in a nation with widespread gun ownership. Furthermore, he seeks to investigate and confront the powerful elite political and corporate interests fanning this culture for their own unscrupulous gain.","Crime,Documentary,Drama","Canada,Germany,USA",English,"$4,000,000","$58,011,975",2h,Michael Moore,"Charlton Heston,Marilyn Manson,Michael Moore"
tt0079540,Meatballs,1979.0,6.2,"19,011","Rudy goes to summer camp full of rowdy teenagers. The head counselor is Tripper Harrison, the prank pulling, girl seducing, fun lover, teasing both his boss and the counselors at the nearby rich kids camp. He and everyone else are sick and tired of always losing the Camp Olympics every year, and Tripper must encourage all campers to try their hardest, and even convince young Rudy that this may be his chance to feel better about himself.",Comedy,Canada,English,"CAD1,600,000","$43,046,003",1h 34min,Ivan Reitman,"Bill Murray,Harvey Atkin,Kate Lynch"
tt4009460,Saving Christmas,2014.0,1.4,"14,934","Kirk is enjoying the annual Christmas party extravaganza thrown by his sister until he realizes he needs to help out Christian, his brother-in-law, who has a bad case of the bah-humbugs. Kirk's fresh look at Christmas provides Christian the chance to see Christ is where He has always been: at the center of our Christmas celebrations and traditions. Can Kirk save his in-law's opinions on Christmas or will he have to celebrate the holiday without him?","Comedy,Family",USA,English,"$500,000","$2,783,970",1h 19min,Darren Doane,"Bridgette Cameron,Darren Doane,Kirk Cameron"
tt7406704,Last Summer,2018.0,5.9,239,"During a long hot summer in the 1970s, four boys roam free through a neglected rural paradise, until a tragedy strikes that sets them against the adult world and changes their lives forever.",Drama,UK,English,"GBP830,000","$2,205",1h 37min,Jon Jones,"Gruffydd Weston,Noa Thomas,Rowan Jones"
tt0096101,Short Circuit 2,1988.0,5.8,"23,657","When Number Five is sent from Newton and Stephanie's ranch to the big city to help Ben with his electronics business, he finds that his robotic talents are wanted by city low-life who want to turn Number Five into profits.","Comedy,Drama,Family",USA,English,"$15,000,000","$21,630,088",1h 50min,Kenneth Johnson,"Fisher Stevens,Michael McKean,Tim Blaney"
tt0105790,Waterland,1992.0,6.6,"2,100","Tom Crick, a high school history teacher, is having trouble connecting - with his class, with his wife. He ventures into telling his class stories about his young adulthood in the Fens district in England. The emotional wounds from his younger life wash over him in present day, affecting his work and his relationships with his students and his wife.","Drama,Mystery",UK,English,"$10,000,000","$1,100,218",1h 35min,Stephen Gyllenhaal,"Ethan Hawke,Jeremy Irons,Sinéad Cusack"
tt1754920,Yeh Saali Zindagi,2011.0,7.5,"4,404","After Bade falls out of favor of Member of Parliament, Verma, he is arrested, held in a cell without any trial, and is humiliated and beaten everyday. His brother Chhotte and others conspire to secure his release by kidnapping Verma's to-be son-in-law, Shyam Singhania. Things do not go exactly as planned and Priti, Shyam's girlfriend, also gets abducted. In order to ensure Shyam's safety, she agrees to liaise between Verma and the gangsters - not knowing that she has an admirer who will do anything for her. She meets with Shyam's father as well as Verma but may end up endangering everyone's lives especially after Verma makes it clear that he will not negotiate Bade's release under any circumstance.","Crime,Drama,Thriller",India,Hindi,"INR100,000,000","$2,011,887",2h 10min,Sudhir Mishra,"Arunoday Singh,Chitrangda Singh,Irrfan Khan"
tt0119506,Lawn Dogs,1997.0,7.5,"7,565","Newly arrived in an up-market housing development, quiet ten-year-old Devon doesn't quite fit in. Ignoring the urgings of her social-climbing father, Devon chooses the company of Trent, who mows the estate's lawns, rather than of the girls her own age. Their friendship grows during her visits to his trailer home, but although it is completely innocent it is obvious that it would be unacceptable to the residents if they found out.",Drama,UK,English,"$8,000,000","$106,404",1h 41min,John Duigan,"Kathleen Quinlan,Mischa Barton,Sam Rockwell"
tt0085382,Cujo,1983.0,6.1,"39,395","Donna Trenton is a frustrated suburban housewife whose life is in turmoil after her husband learns about her having an affair. Brett Camber is a young boy whose only companion is a Saint-Bernard named ""Cujo"", who in turn is bitten by a rabid bat. Whilst Vic, Donna's husband is away on business, and thinking over his marital troubles, Donna and her 5-year-old son Tad take her Pinto to Brett Cambers' dad's car shop... the car fails, and ""Cujo"" is very, very sick...","Horror,Thriller",USA,English,"$5,000,000","$21,156,152",1h 33min,Lewis Teague,"Daniel Hugh Kelly,Danny Pintauro,Dee Wallace"
tt1104083,Little Ashes,2008.0,6.4,"8,660","In 1922, Madrid is wavering on the edge of change as traditional values are challenged by the dangerous new influences of Jazz, Freud and the avant-garde. Salvador Dali arrives at the university; 18 years old and determined to become a great artist. His bizarre blend of shyness and rampant exhibitionism attracts the attention of two of the university's social elite - Federico Garcia Lorca and Luis Bunel. Salvador is absorbed into their youthfully decadent group and for a time Salvador, Luis and Federico become a formidable trio, the most ultra-modern group in Madrid. However as time passes, Salvador feels and increasingly strong pull towards the charismatic Federico - who is himself oblivious of the attentions he is getting from his beautiful writer friend, Magdalena. In the face of his friends' preoccupations - and Federico's growing renown as a poet - Luis sets off for Paris in search of his own artistic success. Federico and Salvador spend the holiday in the sea-side town of ...","Biography,Drama,Romance","Spain,UK","English,Spanish","EUR2,500,000","$767,567",1h 52min,Paul Morrison,"Javier Beltrán,Matthew McNulty,Robert Pattinson"
tt1571402,Vallanzasca - Gli angeli del male,2010.0,6.8,"2,990","The life, the crimes, the arrests and the prison break of Renato Vallanzasca (Kim Rossi Stuart) and his group is a cinematic story that also gives a broader picture of Italy's recent history. Milan, the seventies. The underworld is dominated by the unchallenged power of Francis Turatello (Francesco Scianna), nicknamed ""Faccia d'angelo"" (Angel Face) when Vallanzasca's gang arrive on the scene. Having begun his criminal career at an early age, he is now the leader of a gang made up of his childhood friends, drug addicts and juvenile delinquents who have progressed from robbery to one murder after another. The cash flows and the gang throw themselves into high life. Renato, in the meantime, has met Consuelo, a beautiful and self-assured girl from the south who finds herself with him at the time of his first arrest through to his prison break from San Vittore four and a half years later. But Vallanzasca's outlaw days are coming to an end: the killing of two policemen in the tollbooth at ...","Biography,Crime,Drama","France,Italy,Romania",Italian,"EUR7,000,000","$4,389,985",2h 5min,Michele Placido,"Filippo Timi,Kim Rossi Stuart,Valeria Solarino"
tt0327717,Feestje,2004.0,4.5,411,"Law student Thijs shares a house in which every room is the HQ of constant cruising for one night stands, relationships are considered a waste of lives. Suddenly Ben, his best mate since childhood, announces he passed on his room to Susan, who brings her studly boyfriend Stef, because Ben is- getting married to heiress Talita Bekooy. Thijs now remembers his old ambition to start his own restaurant, but can't get a bank loan- until Ben recommends Thijs, the till then reluctant best man, to his in-laws-to-be as MC for the society wedding of the year, Sir is pleased to hear the extravaganza budget 'reduced' to 150,000 Euros. Then Cupid's arrow hits Thijs himself and Susan, but when the banker tells dad Bekooy he's totally inexperienced and poor, it all crumbles down. Yet the boy bravely perseveres...","Comedy,Drama,Romance",Netherlands,Dutch,"EUR3,000,000","$647,110",1h 35min,Ruud van Hemert,"Antonie Kamerling,Beau van Erven Dorens,Daphne Bunskoek"
tt1361303,Amatieris,2008.0,6.6,89,"Victor, a bright student and a small time marijuana crook, steps upon a dilemma when his girlfriend is accepted for studies in Amsterdam. Unwilling to be left behind and eager to taste the real bohemian life , Victor is ready to along. If only he had the money.","Action,Crime,Drama",Latvia,Latvian,"LVL110,000","$85,794",1h 15min,Janis Nords,"Edgars Samitis,Ksenija Sundejeva,Regina Razuma"
tt6814214,Skammerens datter II: Slangens gave,2019.0,5.6,477,"The Shamer's Daughter, Dina, with the magical power of compelling people to admit their most secret shame, must save her family with her newly found father. But he is a Blackmaster, with the power to make people see and believe things that aren't true, so Dina must deal with having inherited this horrible power, while forging a relationship with a father she fears and mistrusts.","Adventure,Drama,Fantasy","Czech Republic,Denmark",Danish,"DKK36,000,000","$45,937",1h 43min,Ask Hasselbalch,"Jakob Oftebro,Nicolas Bro,Søren Malling"
tt0821475,Kong Pil-du,2006.0,4.9,45,"Gong Pil-du is a detective recruited for his athletic skills and achievement, a bronze Universiade medalist in wrestling. Since then, however, he has had little success in his career, and remains a 40-year old bachelor with a terrible credit record. His greatest crisis comes when his beloved father needs money for crucial surgery. To get the money, Gong makes a deal with a vicious crime boss. This makes him more miserable than ever, as he is now suspected as a corrupt cop. Gong goes on a quest to prove his innocence. Will he be successful for once in his life?",Comedy,South Korea,Korean,"$2,500,000","$918,673",1h 46min,Jeong-sik Kong,"Kim Yu-Mi,Kwang-ho Lee,Mun-shik Lee"
tt0879833,Marias menn,2006.0,5.2,106,"Maria is 40 and has three lovely kids and a job she loves, and a father writing pulp fiction in the attic. But two men, the successful shrink Fredrik, and the young (22) para-glider Jonas, turns up in her live. Balanced Maria loses grip.","Comedy,Drama",Norway,Norwegian,"NOK15,000,000","$214,163",1h 19min,Vibeke Ringen,"Ingjerd Egeberg,Mats Eldøen,Øystein Benjaminsen"
tt1185616,Vals Im Bashir,2008.0,8.0,"54,816","One night at a bar, an old friend tells director Ari about a recurring nightmare in which he is chased by 26 vicious dogs. Every night, the same number of beasts. The two men conclude that there's a connection to their Israeli Army mission in the first Lebanon War of the early eighties. Ari is surprised that he can't remember a thing anymore about that period of his life. Intrigued by this riddle, he decides to meet and interview old friends and comrades around the world. He needs to discover the truth about that time and about himself. As Ari delves deeper and deeper into the mystery, his memory begins to creep up in surreal images.","Animation,Biography,Documentary","Australia,Belgium,Finland,France,Germany,Israel,Switzerland,USA","Arabic,English,German,Hebrew","$1,500,000","$11,179,372",1h 30min,Ari Folman,"Ari Folman,Ron Ben-Yishai,Ronny Dayag"
tt0120824,The Shipping News,2001.0,6.7,"31,775","An inksetter in New York, Quoyle (Kevin Spacey) returns to his family's longtime home, a small fishing town in Newfoundland, with his young daughter, Bunny (Alyssa, Kaitlyn, and Lauren Gainer), after a traumatizing experience with her mother, Petal (Cate Blanchett), who sold her to an illegal adoption agency. Though Quoyle has had little success thus far in life, his shipping news column in the newspaper ""The Gammy Bird"" finds an audience, and his experiences in the town change his life. Then he meets the widow Wavey Prowse (Julianne Moore).",Drama,"Canada,USA",English,"$38,000,000","$24,690,441",1h 51min,Lasse Hallström,"Judi Dench,Julianne Moore,Kevin Spacey"
tt1280725,Wedding Palace,2013.0,5.8,208,"After being abandoned at the altar, Jason courts the girl of his dreams in cyberspace. When she arrives in LA for their wedding, she turns out to be completely different than expected.","Comedy,Romance",USA,"English,Korean","$1,000,000","$27,183",1h 38min,Christine Yoo,"Bobby Lee,Brian Tee,Hye-jeong Kang"
tt2555736,The Second Best Exotic Marigold Hotel,2015.0,6.6,"31,127","The Second Best Exotic Marigold Hotel is the expansionist dream of Sonny Kapoor (Dev Patel), and it's making more claims on his time than he has available, considering his imminent marriage to the love of his life, Sunaina (Tina Desai). Sonny has his eye on a promising property now that his first venture, The Best Exotic Marigold Hotel for the Elderly and Beautiful, has only a single remaining vacancy, posing a rooming predicament for fresh arrivals Guy Chambers (Richard Gere) and Lavinia Beech (Tamsin Greig). Evelyn Greenslade (Dame Judi Dench) and Douglas Ainslie (Bill Nighy) have now joined the Jaipur workforce, and are wondering where their regular dates for Chilla pancakes will lead, while Norman Cousins (Ronald Pickup) and Carol Parr (Diana Hardcastle) are negotiating the tricky waters of an exclusive relationship, as Madge Hardcastle (Celia Imrie) juggles two eligible and very wealthy suitors. Perhaps the only one who may know the answers is newly installed co-manager of the ...","Comedy,Drama","UK,USA",English,"$10,000,000","$85,978,281",2h 2min,John Madden,"Bill Nighy,Judi Dench,Maggie Smith"
tt2302966,I,2015.0,7.4,"18,798","A top shot model Diya (Amy Jackson) falls in love with Mr. Tamil Nadu Lingesan (Vikram), and together they become the most wanted model pair in the country. When Lingesan rejects an advertisement of a wealthy businessman (Ramkumar), who gave him the big break into ad world, he plans revenge against him. Now, he is joined by a greedy model (Upen Patel), lusty doctor (Suresh Gopi) and a trans-gender stylist who are out to cause massive damage to Lingesan's life which is worse than death. The rest of the story is how Lingesan takes revenge against these powerful people in the society.","Action,Drama,Thriller",India,Tamil,"$30,000,000","$3,200,113",3h 8min,S. Shankar,"Amy Jackson,Suresh Gopi,Vikram"
tt0163978,The Beach,2000.0,6.7,"221,478","Garland's novel centers on a young nicotine-addicted traveler named Richard, an avid pop-culture buff with a particular love for video games and Vietnam War movies. While at a hotel in Bangkok, he finds a map left by his strange, whacked-out neighbor, who just committed suicide. The map supposedly leads to a legendary island paradise where some other wayward souls have settled.","Adventure,Drama,Romance","UK,USA","English,French,Serbian,Swedish,Thai","$50,000,000","$144,056,873",1h 59min,Danny Boyle,"Daniel York,Leonardo DiCaprio,Patcharawan Patarakijjanon"
tt0278488,How High,2001.0,6.3,"53,161","Two guys by the name of Silas and Jamal decided to one day smoke something magical, which eventually helps them to ace their college entrance exam. This eventually lands them in Harvard, where they're surrounded by the world of Ivy Leaguers. Although their new lifestyle is much different from back home, they kept on having fun until their supernatural smoke runs out. Now, they are on their own and they have to rely on each other to survive.","Comedy,Fantasy",USA,English,"$20,000,000","$31,283,740",1h 33min,Jesse Dylan,"Method Man,Obba Babatundé,Redman"
tt0119707,Mortal Kombat: Annihilation,1997.0,3.7,"46,413","Mortal Kombat is an ancient tournament where the Earth Realm warriors battle against the forces of Outworld. Liu Kang and a few chosen fighters fought and defeated the powerful sorcerer Shang Tsung, their victory would preserve the peace on Earth for one more generation. Taking place now where the first movie left off, the Earth realm warriors live a short period of peace when evil forces from another dimension come to invade and wreak havoc on Earth. They are guided by the forces of Outworld leader, Shao Kahn and his generals such as: Motaro, Rain, Ermac, Sheeva and Sindel. Now Liu Kang, Raiden, Jax, Sonya and Kitana must defeat Shao Kahn in six days before the Earth realm merges with the Outworld.","Action,Adventure,Fantasy",USA,English,"$30,000,000","$51,376,861",1h 35min,John R. Leonetti,"James Remar,Robin Shou,Talisa Soto"
tt0446559,Harb Atalia,2005.0,6.1,"1,565","A battle for a diamond necklace begins in Italy between the Italian mafia, a rich man and an Egyptian lawyer who his fiancée is kidnapped by the rich man.","Action,Comedy,Romance",Egypt,Arabic,"EGP10,000,000","$1,281,783",1h 50min,Ahmed Saleh,"Ahmed el-Sakka,Kal Naga,Nelly Karim"
tt2374310,Ljubav dolazi kasnije,2013.0,6.3,80,"In this romantic tragedy, love drama, three stories are interwoven with characters that are trying to solve their emotional problems and unresolved relationships from the past during one night. Each of the characters survive his loneliness with others.","Biography,Drama,Romance",Serbia,Serbian,"EUR25,000","$8,683",1h 17min,Hadzi-Aleksandar Djurovic,"Andrej Sepetkovski,Goran Jevtic,Milica Stefanovic"
tt1663207,Life of Crime,2013.0,5.8,"17,114",Two common criminals get more than they bargained for after kidnapping the wife of a corrupt real-estate developer who shows no interest in paying the $1 million dollar ransom for her safe return.,"Comedy,Crime",USA,English,"$12,000,000","$1,456,675",1h 38min,Daniel Schechter,"Isla Fisher,Jennifer Aniston,Yasiin Bey"
tt4080768,La belle saison,2015.0,6.7,"4,102","There was little chance, in the year 1971, that Carole, a Paris Spanish teacher and feminist militant, would ever meet Delphine, the daughter of a couple of Limousin farmers. But they did meet and not only did they come across each other but they fell passionately in love as well. Unfortunately, Delphine's father fell victim to a stroke, and the young woman had no other choice but to go back home to help her mother run the family farm. Carole, who was so smitten by Delphine, couldn't stand the estrangement and decided to join her lover at the farm. But could feminism and lesbianism easily be transferred to the countryside and its standards of the time...?","Drama,Romance","Belgium,France","French,Spanish","EUR4,800,000","$3,778,938",1h 45min,Catherine Corsini,"Cécile de France,Izïa Higelin,Noémie Lvovsky"
tt0119509,Leave It to Beaver,1997.0,5.2,"3,968","The Cleavers are an all-American family living in Ohio - wise father Ward, loving mother June, teen-age son Wally and 8-year-old ""Beaver"" Theodore. Beaver hopes to get a bike as a gift from his father and to please him tries out for his school football team and he makes it, only to be embarrassed. The bike he gets is quickly stolen. Meanwhile Wally is trying to help his friend Eddie Haskell to get the heart of pretty classmate Karen, but Karen seems to like Wally more, and that leads to tensions between the friends.","Comedy,Family",USA,English,"$15,000,000","$10,925,060",1h 24min,Andy Cadiff,"Cameron Finley,Christopher McDonald,Janine Turner"
tt2361317,Live by Night,2016.0,6.4,"51,757","Boston, 1926. The '20s are roaring. Liquor is flowing, bullets are flying, and one man sets out to make his mark on the world. Prohibition has given rise to an endless network of underground distilleries, speakeasies, gangsters, and corrupt cops. Joe Coughlin, the youngest son of a prominent Boston police captain, has long since turned his back on his strict and proper upbringing. Now having graduated from a childhood of petty theft to a career in the pay of the city's most fearsome mobsters, Joe enjoys the spoils, thrills, and notoriety of being an outlaw. But life on the dark side carries a heavy price. In a time when ruthless men of ambition, armed with cash, illegal booze, and guns, battle for control, no one-neither family nor friend, enemy nor lover-can be trusted. Beyond money and power, even the threat of prison, one fate seems most likely for men like Joe: an early death. But until that day, he and his friends are determined to live life to the hilt. Joe embarks on a dizzying...","Action,Crime,Drama",USA,"English,Spanish","$108,000,000","$22,678,555",2h 9min,Ben Affleck,"Ben Affleck,Brendan Gleeson,Elle Fanning"
tt0948532,Moordwijven,2007.0,5.7,"1,834","Spoiled-rotten airhead Dutch socialites Kitty, Estelle and Nicolette hire criminal Cliff to eliminate their husbands, businessmen which they suspect of adultery. Cliff's uncharacteristic clumsiness in staging accidents and pure chance cause ample complications.",Comedy,Netherlands,Dutch,"EUR3,000,000","$4,895,256",1h 40min,Dick Maas,"Bracha van Doesburgh,Hadewych Minis,Sanne Wallis de Vries"
tt4940780,Jättiläinen,2016.0,6.7,806,"A young and ambitious civil servant Jussi finds himself being in charge of the environmental permit of a huge nickel and uranium mine in Northern Finland. The Talvivaara mine, led by a charismatic globe trotting visionary Pekka Perä is introducing an entirely new method of collecting minerals whilst creating jobs in one of the poorest areas in Scandinavia. Jussi slowly discovers that he has been led astray by several people and that the new method has serious downsides he did not foresee. The mine is causing environmental hazards that are being hushed down. A new application for another permit is brought to his table by the same mine. Along with the application comes an interesting job offer and a chance of a new beginning. Jussi has to decide whether he will play along and if so, with whom.",Drama,Finland,Finnish,"EUR1,110,000","$400,538",1h 37min,Aleksi Salmenperä,"Jani Volanen,Joonas Saartamo,Peter Franzén"
tt0075005,The Omen,1976.0,7.5,"106,685","Robert and Katherine Thorn seem to have it all. They are happily married and he is the US Ambassador to Great Britain, but they want nothing more than to have children. When Katharine has a stillborn child, Robert is approached by a priest at the hospital who suggests that they take a healthy newborn whose mother has just died in childbirth. Without telling his wife he agrees. After relocating to London, strange events - and the ominous warnings of a priest - lead him to believe that the child he took from that Italian hospital is evil incarnate.",Horror,"UK,USA","English,Italian,Latin","$2,800,000","$60,922,980",1h 51min,Richard Donner,"Gregory Peck,Harvey Stephens,Lee Remick"
tt5125414,Amazon Obhijaan,2017.0,4.7,"1,101","Amazon Obhijaan is an eternal saga of an explorer's quest for adventure starring Dev as the daredevil adventurer- Shankar Choudhury . This film will see Shankar traverse the length and breadth of South America, including the legendary Amazon in search of the mythical city of gold. It is a story of discovery and knowledge; unrelenting courage, survival, loss and pain.","Action,Adventure",India,"Assamese,Bengali,Hindi,Oriya,Tamil,Telugu","INR200,000,000","$3,403",2h 20min,Kamaleswar Mukherjee,"David James,Dev,Svetlana Gulakova"
